Time,Order Number (1),Order Number (2),Arrival Number
17:30:00,465.0,583.0,0.0
17:31:00,467.0,583.0,5.666666666666667
17:32:00,469.0,583.0,5.666666666666667
17:33:00,471.0,583.0,5.666666666666667
17:34:00,472.6666666666667,583.0,5.0
17:35:00,474.3333333333333,583.0,5.0
17:36:00,476.0,583.0,5.0
17:37:00,477.6666666666667,583.0,3.0
17:38:00,479.3333333333333,583.0,3.0
17:39:00,481.0,583.0,3.0
17:40:00,482.3333333333333,583.0,4.333333333333333
17:41:00,483.6666666666667,583.0,4.333333333333333
17:42:00,485.0,583.0,4.333333333333333
17:43:00,488.0,583.0,3.3333333333333335
17:44:00,491.0,583.0,3.3333333333333335
17:45:00,494.0,583.0,3.3333333333333335
17:46:00,495.3333333333333,584.0,7.666666666666667
17:47:00,496.6666666666667,585.0,7.666666666666667
17:48:00,498.0,586.0,7.666666666666667
17:49:00,498.0,588.6666666666666,3.3333333333333335
17:50:00,498.0,591.3333333333334,3.3333333333333335
17:51:00,498.0,594.0,3.3333333333333335
17:52:00,498.0,596.0,3.0
17:53:00,498.0,598.0,3.0
17:54:00,498.0,600.0,3.0
17:55:00,498.0,602.0,2.6666666666666665
17:56:00,498.0,604.0,2.6666666666666665
17:57:00,498.0,606.0,2.6666666666666665
17:58:00,498.0,608.0,5.666666666666667
17:59:00,498.0,610.0,5.666666666666667
18:00:00,498.0,612.0,5.666666666666667
18:01:00,498.0,614.3333333333334,3.0
18:02:00,498.0,616.6666666666666,3.0
18:03:00,498.0,619.0,3.0
18:04:00,498.0,621.6666666666666,1.6666666666666667
18:05:00,498.0,624.3333333333334,1.6666666666666667
18:06:00,498.0,627.0,1.6666666666666667
18:07:00,498.0,628.6666666666666,4.333333333333333
18:08:00,498.0,630.3333333333334,4.333333333333333
18:09:00,498.0,632.0,4.333333333333333
18:10:00,498.0,632.6666666666666,5.666666666666667
18:11:00,498.0,633.3333333333334,5.666666666666667
18:12:00,498.0,634.0,5.666666666666667
18:13:00,498.0,635.3333333333334,3.0
18:14:00,498.0,636.6666666666666,3.0
18:15:00,498.0,638.0,3.0
18:16:00,498.0,640.3333333333334,2.3333333333333335
18:17:00,498.0,642.6666666666666,2.3333333333333335
18:18:00,498.0,645.0,2.3333333333333335
18:19:00,498.0,647.3333333333334,3.0
18:20:00,498.0,649.6666666666666,3.0
18:21:00,498.0,652.0,3.0
18:22:00,498.0,652.6666666666666,3.6666666666666665
18:23:00,498.0,653.3333333333334,3.6666666666666665
18:24:00,498.0,654.0,3.6666666666666665
18:25:00,498.0,655.0,3.3333333333333335
18:26:00,498.0,656.0,3.3333333333333335
18:27:00,498.0,657.0,3.3333333333333335
18:28:00,498.0,657.6666666666666,4.0
18:29:00,498.0,658.3333333333334,4.0
18:30:00,498.0,659.0,4.0
