Time,Order Number (1),Order Number (2),Arrival Number
17:30:00,9.0,583.0,0.0
17:31:00,11.333333333333332,583.0,3.6666666666666665
17:32:00,13.666666666666666,583.0,3.6666666666666665
17:33:00,16.0,583.0,3.6666666666666665
17:34:00,19.0,583.0,4.333333333333333
17:35:00,22.0,583.0,4.333333333333333
17:36:00,25.0,583.0,4.333333333333333
17:37:00,29.0,583.0,3.6666666666666665
17:38:00,33.0,583.0,3.6666666666666665
17:39:00,37.0,583.0,3.6666666666666665
17:40:00,38.0,583.0,5.333333333333333
17:41:00,39.0,583.0,5.333333333333333
17:42:00,40.0,583.0,5.333333333333333
17:43:00,41.666666666666664,583.0,2.6666666666666665
17:44:00,43.333333333333336,583.0,2.6666666666666665
17:45:00,45.0,583.0,2.6666666666666665
17:46:00,47.0,583.0,3.0
17:47:00,49.0,583.0,3.0
17:48:00,51.0,583.0,3.0
17:49:00,52.666666666666664,583.0,3.6666666666666665
17:50:00,54.333333333333336,583.0,3.6666666666666665
17:51:00,56.0,583.0,3.6666666666666665
17:52:00,57.333333333333336,583.0,4.666666666666667
17:53:00,58.666666666666664,583.0,4.666666666666667
17:54:00,60.0,583.0,4.666666666666667
17:55:00,61.0,583.3333333333334,7.0
17:56:00,62.0,583.6666666666666,7.0
17:57:00,63.0,584.0,7.0
17:58:00,63.0,587.3333333333334,5.666666666666667
17:59:00,63.0,590.6666666666666,5.666666666666667
18:00:00,63.0,594.0,5.666666666666667
18:01:00,63.0,595.6666666666666,3.3333333333333335
18:02:00,63.0,597.3333333333334,3.3333333333333335
18:03:00,63.0,599.0,3.3333333333333335
18:04:00,63.0,601.0,3.3333333333333335
18:05:00,63.0,603.0,3.3333333333333335
18:06:00,63.0,605.0,3.3333333333333335
18:07:00,63.0,607.3333333333334,3.0
18:08:00,63.0,609.6666666666666,3.0
18:09:00,63.0,612.0,3.0
18:10:00,63.0,613.3333333333334,3.0
18:11:00,63.0,614.6666666666666,3.0
18:12:00,63.0,616.0,3.0
18:13:00,63.0,617.0,5.0
18:14:00,63.0,618.0,5.0
18:15:00,63.0,619.0,5.0
18:16:00,63.0,621.3333333333334,5.333333333333333
18:17:00,63.0,623.6666666666666,5.333333333333333
18:18:00,63.0,626.0,5.333333333333333
18:19:00,63.0,627.0,2.3333333333333335
18:20:00,63.0,628.0,2.3333333333333335
18:21:00,63.0,629.0,2.3333333333333335
18:22:00,63.0,630.0,3.6666666666666665
18:23:00,63.0,631.0,3.6666666666666665
18:24:00,63.0,632.0,3.6666666666666665
18:25:00,63.0,633.0,2.3333333333333335
18:26:00,63.0,634.0,2.3333333333333335
18:27:00,63.0,635.0,2.3333333333333335
