Time,Order Number (1),Order Number (2),Arrival Number
11:17:00,90.0,501.0,0.0
11:18:00,93.5,501.0,3.0
11:19:00,97.0,501.0,3.0
11:20:00,100.0,501.0,4.333333333333333
11:21:00,103.0,501.0,4.333333333333333
11:22:00,106.0,501.0,4.333333333333333
11:23:00,108.66666666666667,501.0,5.333333333333333
11:24:00,111.33333333333333,501.0,5.333333333333333
11:25:00,114.0,501.0,5.333333333333333
11:26:00,117.0,501.5,4.5
11:27:00,120.0,502.0,4.5
11:28:00,122.5,502.0,6.5
11:29:00,125.0,502.0,6.5
11:30:00,126.33333333333333,502.3333333333333,8.666666666666666
11:31:00,127.66666666666667,502.6666666666667,8.666666666666666
11:32:00,129.0,503.0,8.666666666666666
11:33:00,130.66666666666666,504.6666666666667,8.333333333333334
11:34:00,132.33333333333334,506.3333333333333,8.333333333333334
11:35:00,134.0,508.0,8.333333333333334
11:36:00,136.33333333333334,510.3333333333333,5.0
11:37:00,138.66666666666666,512.6666666666666,5.0
11:38:00,141.0,515.0,5.0
11:39:00,144.0,517.0,8.5
11:40:00,147.0,519.0,8.5
11:41:00,148.5,520.0,12.5
11:42:00,150.0,521.0,12.5
11:43:00,153.0,522.5,9.0
11:44:00,156.0,524.0,9.0
11:45:00,158.5,527.0,12.0
11:46:00,161.0,530.0,12.0
11:47:00,162.33333333333334,531.6666666666666,9.333333333333334
11:48:00,163.66666666666666,533.3333333333334,9.333333333333334
11:49:00,165.0,535.0,9.333333333333334
11:50:00,167.0,537.5,7.5
11:51:00,169.0,540.0,7.5
11:52:00,171.5,542.5,9.5
11:53:00,174.0,545.0,9.5
11:54:00,176.0,547.0,8.5
11:55:00,178.0,549.0,8.5
11:56:00,181.0,550.5,8.0
11:57:00,184.0,552.0,8.0
11:58:00,186.0,554.5,5.5
11:59:00,188.0,557.0,5.5
12:00:00,189.0,557.5,9.0
12:01:00,190.0,558.0,9.0
12:02:00,193.0,560.0,6.5
12:03:00,196.0,562.0,6.5
12:04:00,198.0,563.5,4.0
12:05:00,200.0,565.0,4.0
12:06:00,203.0,568.0,4.0
12:07:00,204.0,569.0,4.5
12:08:00,205.0,570.0,4.5
12:09:00,206.0,571.5,6.0
12:10:00,207.0,573.0,6.0
12:11:00,209.0,576.0,10.5
12:12:00,211.0,579.0,10.5
12:13:00,213.0,579.0,3.0
12:14:00,215.0,579.0,3.0
12:15:00,218.0,579.0,3.5
12:16:00,221.0,579.0,3.5
12:17:00,223.0,579.0,3.0
12:18:00,225.0,579.0,3.0
12:19:00,227.33333333333334,579.0,3.3333333333333335
12:20:00,229.66666666666666,579.0,3.3333333333333335
12:21:00,232.0,579.0,3.3333333333333335
12:22:00,233.0,579.0,3.5
12:23:00,234.0,579.0,3.5
12:24:00,236.0,579.0,3.5
12:25:00,238.0,579.0,3.5
