Time,Order Number (1),Order Number (2),Arrival Number
17:30:00,410.0,513.0,0.0
17:31:00,410.6666666666667,513.0,4.0
17:32:00,411.3333333333333,513.0,4.0
17:33:00,412.0,513.0,4.0
17:34:00,412.3333333333333,513.0,4.0
17:35:00,412.6666666666667,513.0,4.0
17:36:00,413.0,513.0,4.0
17:37:00,414.0,513.0,4.333333333333333
17:38:00,415.0,513.0,4.333333333333333
17:39:00,416.0,513.0,4.333333333333333
17:40:00,417.3333333333333,513.0,3.6666666666666665
17:41:00,418.6666666666667,513.0,3.6666666666666665
17:42:00,420.0,513.0,3.6666666666666665
17:43:00,421.0,513.0,4.0
17:44:00,422.0,513.0,4.0
17:45:00,423.0,513.0,4.0
17:46:00,423.3333333333333,513.0,6.333333333333333
17:47:00,423.6666666666667,513.0,6.333333333333333
17:48:00,424.0,513.0,6.333333333333333
17:49:00,426.0,513.0,2.0
17:50:00,428.0,513.0,2.0
17:51:00,430.0,513.0,2.0
17:52:00,432.0,513.0,4.666666666666667
17:53:00,434.0,513.0,4.666666666666667
17:54:00,436.0,513.0,4.666666666666667
17:55:00,436.6666666666667,513.0,3.3333333333333335
17:56:00,437.3333333333333,513.0,3.3333333333333335
17:57:00,438.0,513.0,3.3333333333333335
17:58:00,438.0,514.0,4.333333333333333
17:59:00,438.0,515.0,4.333333333333333
18:00:00,438.0,516.0,4.333333333333333
18:01:00,438.0,517.3333333333334,3.6666666666666665
18:02:00,438.0,518.6666666666666,3.6666666666666665
18:03:00,438.0,520.0,3.6666666666666665
18:04:00,438.0,522.0,3.0
18:05:00,438.0,524.0,3.0
18:06:00,438.0,526.0,3.0
18:07:00,438.0,527.0,3.6666666666666665
18:08:00,438.0,528.0,3.6666666666666665
18:09:00,438.0,529.0,3.6666666666666665
18:10:00,438.0,530.0,3.3333333333333335
18:11:00,438.0,531.0,3.3333333333333335
18:12:00,438.0,532.0,3.3333333333333335
18:13:00,438.0,532.6666666666666,4.0
18:14:00,438.0,533.3333333333334,4.0
18:15:00,438.0,534.0,4.0
18:16:00,438.0,534.3333333333334,3.6666666666666665
18:17:00,438.0,534.6666666666666,3.6666666666666665
18:18:00,438.0,535.0,3.6666666666666665
18:19:00,438.0,535.6666666666666,3.3333333333333335
18:20:00,438.0,536.3333333333334,3.3333333333333335
18:21:00,438.0,537.0,3.3333333333333335
18:22:00,438.0,537.6666666666666,4.0
18:23:00,438.0,538.3333333333334,4.0
18:24:00,438.0,539.0,4.0
18:25:00,438.0,539.3333333333334,3.3333333333333335
18:26:00,438.0,539.6666666666666,3.3333333333333335
18:27:00,438.0,540.0,3.3333333333333335
18:28:00,438.0,540.3333333333334,3.6666666666666665
18:29:00,438.0,540.6666666666666,3.6666666666666665
18:30:00,438.0,541.0,3.6666666666666665
